Position;Track_Name;Artist;Streams;Date
87;Slide;Calvin Harris;37729;2017-03-25
88;Dans la cité;Djadja & Dinaz;37727;2017-03-25
89;Love Gun - Radio Edit;Tess;37689;2017-03-25
90;Ouloulou;Dabs;37256;2017-03-25
91;Souviens-toi;Djadja & Dinaz;37131;2017-03-25
92;Let Me Love You;DJ Snake;37059;2017-03-25
93;Starboy;The Weeknd;36350;2017-03-25
94;Oblah;Gradur;35527;2017-03-25
95;DA;PNL;35466;2017-03-25
96;La haine;Djadja & Dinaz;35430;2017-03-25
97;Perfect;Ed Sheeran;34014;2017-03-25
98;Cellophané;Rim'K;33915;2017-03-25
99;Pop Corn;Boostee;33692;2017-03-25
100;Drôle de vie;Jul;33529;2017-03-25
